artist_name,track_name,release_date,genre,lyrics
Finch,Letters To You,2002,Screamo,"Can't you see That I wanna be There with open arms It's empty tonight And I'm all alone Get me through this one [Pre-Chorus] Do you notice I'm gone? Where do you run to So far away? [Chorus] I want you to know that I miss you, I miss you so I want you to know that I miss you, I miss you so [Verse 2] I'm writing again These letters to you Aren't much I know But I'm not sleeping and You're not here The thought stops my heart [Pre-Chorus] Do you notice I'm gone? Where do you run to So far away? [Chorus] I want you to know that I miss you, I miss you so I want you to know that I miss you, I miss you so I want you to know that I miss you, I miss you so I want you to know that I miss you, I miss you so [Breakdown] No more looking I've found home I want you to know that I miss you, I miss you so I want you to know that I miss you, I miss you so I want you to know that I miss you, I miss you so I want you to know that I miss you, I miss you so [Outro] I've gone away I've gone away"
Chiodos,The Undertaker's Thirst For Revenge Is Unquenchable. (The Final Battle),2008,Screamo,"The spoken words at the end of the song are missing from the 2008 reissue Bone Palace Ballet: Grand… Read More [Verse 1: Nick Martin] My eyes are glistening with the ghosts of my past The memories that we once had [Verse 2: Craig Owens] Now that you've turned the world against me I'm only trying to win them back [Chorus: Nick Martin] With my eyes sewn shut To shut down and bathe in these words about me And now you're standing alone with your eyes to the sun Standing alone with your eyes to the sun [Post Chorus: Craig Owens] That heaven and earth may strike their sounds together Worlds are ruined this way And we've all been there time and time again [Verse 2: Craig Owens & (Nick Martin)] Before the battle always seem so still (And I will see you someday again in the clouds) And I will see you someday again in the clouds [Nick Martin] All the world's a stage! And all the world's a stage! [Chorus: Nick Martin] With my eyes sewn shut To shut down and bathe in these words about me And now you're standing alone with your eyes to the sun Standing alone with your eyes to the sun [Post Chorus: Craig Owens] That heaven and earth may strike their sounds together Worlds are ruined this way And we've all been there time and time again [Nick Martin] Time [Bridge: Nick Martin] My eyes are glistening with the ghosts of my past And what we once had [Outro: Craig Owens] And all the world's a stage I existed because I dreamed And well, I dream no more I've given up on the entire human race [Spoken] Empty... is the sky before the sun wakes up Empty... is the eyes of animals in cages Empty... the faces of women in mourning When everything has been taken from them Me? Don't ask me about empty"
Written by Wolves,Genius,2016,Screamo,"She got my heart beat out of control She had me at ""hello"" And set my world to b-b-blow So baby light it up and let it go, oh, oh [Verse 1] Scream my name Hold your hand to the flame Keep it there as long as you can stand but don't forget it's a game Oh It's such a shame That you bear the blame But seize your opportunity to pounce and baby I'll do the same [Pre-Chorus] Won't you tell me all your secrets about How you exploit their weakness I think you're a fucking genius, ah, ah So now my dear, it's just a matter of time So buckle up Because you'll soon become my partner in crime, ah, ah (Lets go!) [Chorus] She got my heart beat out of control She had me at ‘hello' And set my world to b-b-blow So baby light it up and let it go, oh, oh She got my heart beat out of control She had me at ‘hello' And set my world to b-b-blow So baby light it up and let it go, oh, oh [Verse 2] You're so vain But no one stares at your brain So with that thought in mind I think we banish any plans to abstain [Pre-Chorus] Won't you tell me all your secrets about How you exploit their weakness I think you're a fucking genius ah, ah So now my dear, it's just a matter of time So buckle up Because you'll soon become my partner in crime ah, ah (Let's go!) [Chorus] She got my heart beat out of control She had me at ‘hello' And set my world to b-b-blow So baby light it up and let it go, oh, oh She got my heart beat out of control She had me at ‘hello' And set my world to b-b-blow So baby light it up and let it go, oh, oh [Bridge] So let's go light up the night, oh tonight, just you and me Light up the night, oh tonight, just you and me Light up the night, oh tonight, just you and me Light up the night, just you and me [Chorus] She got my heart beat out of control She had me at ‘hello' And set my world to b-b-blow So baby light it up and let it go, oh, oh She got my heart beat out of control She had me at ‘hello' And set my world to b-b-blow So baby light it up and let it go, oh, oh"
Dance Gavin Dance,Antlion,2007,Screamo,"(Something's wrong, something's wrong) There's a bomb in my face, decorated in white lace (Something's wrong, something's wrong) People, they look at you Do you think, do you think of food? (Something's wrong, something's wrong) There's a bomb in my face, decorated in white lace (Something's wrong, something's wrong) People, they look at you Do you think, do you think of food? [Pre-Chorus: Jonny Craig, Jon Mess] Stretch yourself (Carving out your lungs with a stake) As far as this will go (Brontosaurus tracks, relax) All night (Carving out your lungs with a stake) Follow when I row (Brontosaurus tracks, relax) [Chorus: Jonny Craig, Jon Mess] Hey, is that your lady? She gave it willingly And hey, wait, I've got the parts (To fix your head, to fix your head, to fix) She gave it willingly Hey, wait, I've got the parts To fix her head, fix her head, fix her head [Verse: Jon Mess] Wait right here, I'm going to explode Wait right here, I'm exploding I've got to be in your car I'm still shooting even par [Pre-Chorus: Jonny Craig, Jon Mess] Stretch yourself (Carving out your lungs with a stake) As far as this will go (Brontosaurus tracks, relax) All night (Carving out your lungs with a stake) Follow when I row (Brontosaurus tracks, relax) [Chorus: Jonny Craig, Jon Mess] Hey, is that your lady? She gave it willingly And hey, wait, I've got the parts (To fix your head, to fix your head, to fix) She gave it willingly Hey, wait, I've got the parts To fix her head, fix her head, fix your head [Hook: Jonny Craig, Jon Mess] (Something's wrong, something's wrong) There's a bomb in my face, decorated in white lace (Something's wrong, something's wrong) People, they look at you Do you think, do you think of food? (Something's wrong, something's wrong) There's a bomb in my face, decorated in white lace (Something's wrong, something's wrong) People, they look at you Do you think, do you think of food?"
Silverstein,Bankrupt,2022,Screamo,"(Bankrupt) (Bankrupt) (Bankrupt) Blow it up (Blow it up) [Verse 1] Hail to the king of vanity Praise to the lord of hostility Hallelujah, bless the bottom line New day, same con Works every time [Pre-Chorus 1] Take it all 'til there’s nothing left Never believed a word that you said Destroyer, you are become death Sell out, cash in, but you'll always be (Bankrupt) [Chorus] I'm waiting for an answer Life is a disaster we’re going through Time keeps on moving backwards The world is a cancer coming for you [Verse 2] Hail to the king Well, who's the fucking king? I won't be bowing to power, I'll never kiss the ring Fake fortunes on the backs of the unfortunate Stock options only offset the loneliness [Pre-Chorus 2] Money talks but time's going deaf Can't buy back the life that you spent Destroyer, you are become death Sell out, cash in, but you'll always be [Chorus] I'm waiting for an answer Life is a disaster we’re going through Time keeps on moving backwards The world is a cancer coming for you [Bridge] (Can I get a little more? Alright) Everybody’s got a knife to their neck If they're coming for them, they’re gonna come for you next (Nobody) Nobody's life is worth as much as the check They're gonna sign it in blood with the tip of the bayonet Fuck [Breakdown] Burn it up The deck is stacked The game is rigged The only rope they give Chokes us when they pull the strings [Chorus] I'm waiting for an answer Life is a disaster we’re going through (Take it all 'til there's nothing left) Time keeps on moving backwards The world is a cancer coming for you [Outro] (Everybody's got a knife to their neck) (Everybody's, everybody's)"
Taking Back Sunday,Set Phasers To Stun,2004,Screamo,"Say yes, say yes, say yes, say yes Say yes, say yes, say yes, say [Refrain: Adam Lazzara, Fred Mascherino] I'm sorry it took me so long I'm sorry it took me so long (To come around) I'm sorry it took me so long (To come around) [Verse 1: Adam Lazzara, Fred Mascherino] Your famous last words started once your fingers hit the snooze ""Just nine more minutes please (And they) They all know where to find me"" Every word that I said, what a big mistake And the ones you left out are keeping me awake Well, I will never make another promise (Without you) I won't ever make another promise (With you in mind) [Chorus: Adam Lazzara, Fred Mascherino] So pace the stairs to your apartment Like that's where you wanna be (Where you wanna be) That's where you wanna be (Where you wanna be) [Refrain: Adam Lazzara, Fred Mascherino] I'm sorry it took me so long I'm sorry it took me so long (To come around) I'm sorry it took me so long (To come around) [Verse 2: Adam Lazzara, Fred Mascherino] Well there's a secret I've been perfecting I swore I wouldn't but you let me I'm comfortably confused (And you) You've gotten so removed You know I, I could take the place of those pills Ocean blue, paint it white Now who you gonna call tonight? Well, I will never make another promise (Without you) I will never make another promise (With you in mind) [Chorus: Adam Lazzara, Fred Mascherino] So pace the stairs to your apartment Like that's where you wanna be (Where you wanna be) That's where you wanna be (Where you wanna be) So pace the stairs to your apartment Like that's where you wanna be (Where you wanna be) That's where you wanna be (Where you wanna be) That's where you wanna be [Bridge] Oh, we paint our sins on the ceiling I keep them glued to my chest It keeps me close like a promise kept (Say yes, say yes, say yes, say yes) If I talk in my sleep, will you just keep trying? (We paint our sins on the ceiling) I might give it up if you just keep trying (Well I keep them glued to my chest) If I talk in my sleep, if I talk in my sleep, it's gone (It keeps me close like a promise kept) Say yes, say yes, say yes, say yes I'm sorry it took me so long Say yes, say yes, say yes, say yes I'm sorry it took me so long [Outro] So pace the (I don't want to stop, I just want to know) Stairs to your apartment (I'm sorry it took me so long) That's where you want to be (I don't want to stop, I just want to know) Where you wanna be Where you wanna be (Where you wanna be at) (Where you wanna be at) (Where you want to)"
Pierce The Veil,The Sky Under the Sea,2013,Screamo,"I still remember the night you tried to kiss me through the window I tried to settle for the taste of touching glass over the sound of answering machines Because I love the way your voice, it says it's gonna get back to me someday (Oh, oh) As I brace my knees, you hold me down with your eyes [Chorus] And someday I'll drive, close both my eyes We'll swim in circles in the blue lights [Verse 2] It's gonna be the best day of my life And oh my God, you'll never be as beautiful without me Beauty needs an animal to breathe And baby, you'll be alright as long as I'm not So do that dance in the dark Sharpen your teeth and bite as hard as you want [Chorus] And someday I'll drive, close both my eyes We'll swim in circles in the blue lights And I just want to fade away into the sky under the sea A million kisses underwater as we walk into the ocean (Ocean, ocean) Oh no [Breakdown] And this is gonna be the best day (Of my life) A celebration of an ending Come on! [Verse 3] And do you really trust your tongue or did you bury the taste? And is this fantasy real or is it all homemade? And did you call me last night just 'cause you couldn't get laid? Ladies and gentlemen, I introduce the selfish machine [Bridge] (Yeah, that's fucking right) Do you think you're the only one? (Afraid) Do you think you're the only one? (Afraid) Do you think you're the only one afraid of this machine (Ooh) (Afraid) [Chorus] And someday I'll drive, close both my eyes I'll be your breath if you can be mine And I just want to fade away into the sky under the sea A million kisses underwater as we walk into the ocean waves [Outro] Oh no, oh, woah (One, two, one, two, three, four) And do you see me at all under the tall waves? And do you see me at all? La-da-da, da-da, da-da, da Da-da-da, da-da-da Ah, da-da-da-da, da"
Sleeping With Sirens,Fly,2015,Screamo,"Woo! (S.W.S) Can we fly, can we fly away I'm sitting on the edge A thousand stars burning in the sky up overhead How could it get more beautiful than this? And it made me think of when, when in my life have I ever felt more infinite? And could I ever get back there again? It's the way it goes, you fall so short, sometimes you feel so close But when you find that thing that matters most, may you never let it go (It's the way it goes, it's the way it goes) [Chorus] I wanna fly I'm ready to burn down all the walls that I've been building up inside (Whoa) I wanna fly and put back all the pieces of this broken heart tonight (Whoa, whoa) Can we fly, can we fly away? Can we fly, can we fly? Can we fly, can we fly away? [Verse 2] As the sun falls down I can feel the air As I watch the breeze kissing your skin Breathe it in I never want this night to end Right now I feel complete The way the light flashes in your eyes when you're with me (When you're with me) I feel I'm who I'm meant to be And it's the way it goes, I've heard of love but never got that close But when you find that thing that matters most, may you never let it go (It's the way it goes, it's the way it goes) [Chorus 2] I wanna fly I'm ready to burn down all the walls that I've been building up inside (Whoa) I wanna fly and put back all the pieces of this broken heart tonight (Whoa, whoa) [Bridge] It's just the way It's just the way it goes (whoa, whoa) It's just the way It's just the way it goes (whoa, whoa) It's just the way It's just the way it goes (whoa, whoa) It's just the way it goes [Chorus 3] I wanna fly I'm ready to burn down all the walls that I've been building up inside (Whoa) I wanna fly and put back all the pieces of this broken heart tonight (Whoa) I wanna fly I'm ready to burn down all the walls that I've been building up inside (Whoa) I wanna fly and put back all the pieces of this broken heart tonight (Whoa, whoa) Can we fly, can we fly away? (Can we fly) Can we fly, can we fly? (Can we fly) Can we fly, can we fly away? (whoa, whoa) Can we fly, can we fly away? (Can we fly) Can we fly, can we fly? (Can we fly) Can we fly, can we fly away? (whoa, whoa)"
Thrice,Paper Tigers,2003,Screamo,"In the… Read More [Verse 1] They preach to the choir Always in the permanent daylight They toss paper tigers from their Perfect porcelain skylines [Chorus] Listen for the sound (For the sound, for the sound) As it all comes crashing down (Crashing down, comes crashing down) Listen for the sound (For the sound, for the sound) As it all comes crashing down (Crashing down, comes crashing) [Verse 2] They preach to the choir Always in the permanent daylight They toss paper tigers from their Shatterproof spires [Bridge] Light the world on fire, just to watch it burn It'll be their funeral pyre, but they never seem to learn Light the world on fire, just to watch it burn It'll be their funeral pyre, but they never seem to learn [Chorus] Listen for the sound (For the sound, for the sound) As it all comes crashing down, (Comes crashing down) Listen for the sound (For the sound, for the sound) As it all comes crashing down, (Comes crashing down) [Outro] We paid the price We paid for their crimes with our blood With our blood With our blood With our blood Paid with our blood And our lives With our blood And our lives With our blood And our lives With our blood And our lives With our blood And our lives Paid with our blood"
Atreyu,Warrior,2021,Screamo,"I am a warrior I walk with the gods I am a warrior I will never stop Yeah [Verse 1] Sometimes, I feel like I'm falling So fast from the sky From the weight of my life Sometimes, I feel like I'm hunted Attack me with knives Cut me up in the night [Chorus] I am a warrior I walk with the gods I am a warrior I will never stop What doesn't kill me makes me stronger I am the wolf I am the hunger I am a warrior I walk with the gods [Verse 2] No, I won't take ""no"" for an answer I leave behind all the lies I told myself to survive [Chorus] I am a warrior I walk with the gods I am a warrior I will never stop What doesn't kill me makes me stronger I am the wolf I am the hunger I am a warrior I walk with the gods [Post-Chorus] I am a... I am a... I am a... [Chorus] I am a warrior I walk with the gods I am a warrior I will never stop What doesn't kill me makes me stronger I am the wolf I am the hunger I am a warrior I walk with the gods Yeah"
Dance Gavin Dance,Shelf Life,2018,Screamo,"My mistake Thought this year would bring something different And I'm the same old story, haunted memories All the way (All the way) All the way from the warmth of your hands You wouldn't even let me hold them Another one (Another one), so over them Kill me twice, finalize my shelf life Now you're alone, do you feel any better? Left to commence, in a heavy head [Chorus: Jon Mess, Tilian] The brightest of wizards (Leave me) I bit her and love came on gushing out (Leave me) Guzzled some lizards my skin turned to scale, felt it wrap around Payments get vicious (Leave me) Account getting roasted and flayed (Leave me) I started a party, and partied, and partied, and flew away [Post-Chorus: Kurt Travis, Tilian] Please don't feel like I'm attacking you I did some things too and pushed you away It needs to, the feelings of the past will surely fade through To live another day Looked like I was someone I could barely recognize Hope it's not too late to scatter this disguise [Verse 2: Kurt Travis] My mistake Thought this year would bring something different And I'm the same old story, haunted memories All the way (All the way) All the way from the warmth of your hands You wouldn't even let me hold them [Chorus: Jon Mess, Tilian] The brightest of wizards (Leave me) I bit her and love came on gushing out (Leave me) Guzzled some lizards my skin turned to scale, felt it wrap around Payments get vicious (Leave me) Account getting roasted and flayed (Leave me) I started a party, and partied, and partied, and flew away"
Fame on Fire,Nightmare (The Devil),2024,Screamo,"I'm sorry if I'm not myself I've been going through it and it feels like hell Living with these memories, they don't help Looking back and it's been so long You wouldn't even know it 'cause you been gone I can feel it coming but I gotta move on [Pre-Chorus] I'm lucid and fighting my way out the dark Trying to breathe overwhelmed by my thoughts Facing myself but I don't know where to start [Chorus] I'm in the middle of a nightmare And it's not going away I'm buried under the broken dreams I don't know who to blame I'm in a never-ending nightmare I know I'm going insane And when I'm under the curtain call There's nothing left to save There's nothing left to save [Verse 2] So many wrong turns led me to this I had the world at my finger tips See my reflection it's making me sick It's making me sick [Pre-Chorus] I'm lucid and fighting my way out the dark Trying to breathe overwhelmed by my thoughts Facing myself but I don't know where to start [Chorus] I'm in the middle of a nightmare And it's not going away I'm buried under the broken dreams I don't know who to blame I'm in a never-ending nightmare I know I'm going insane And when I'm under the curtain call There's nothing left to save There's nothing left to save (There's nothing left to save) [Bridge] How many times have I fallen apart Waking up wondering what are these scars? To figure it out I'll go back to where it starts [Chorus] I'm in the middle of a nightmare And it's not going away I'm buried under the broken dreams I don't know who to blame I'm in a never-ending nightmare I know I'm going insane (Insane) And when I'm under the curtain call There's nothing left to save There's nothing left to save"
A Day To Remember,The Danger In Starting A Fire,2007,Screamo,"So now you'll know exactly what it feels like To be an obstacle in my way You won't remain You won't remain [Verse] Save your breath Don't even speak if you'll speak of change 'Cause you won't, you won't Cut to the chase Spare me the lecture on what it takes to make a man 'Cause you're weak and I'm strong [Pre-Chorus] I will never falter, I'll stand my ground You're a fake, a worthless coward Your life won't mean anything I will never falter, I'll stand my ground You're a fake, a worthless coward Your life won't mean anything [Chorus] So now you'll know exactly what it feels like To be an obstacle in my way You won't remain You won't remain [Bridge] Let's set things straight What's done is done, I never needed you Tell me exactly who you think that you're kidding? Everyone will be happy when they find that you're missing You asked if we'd ever forget you We've got our fingers crossed Our fingers crossed [Outro] That's the danger in starting a fire You'll never know how many bridges you'll burn That's the danger in starting a fire You'll never know how many bridges you'll burn"
A Day To Remember,Here's To The Past,2007,Screamo,Here's to the past [Verse 1] Let's all think back on what brought us here This is my grasp on what is real Don't tell me how I feel With all that's passed I can't relate With myself from day to day Why does everything seem so far away to me? [Pre-Chorus] There's no turning back from here I've got to get away from everyone who's left Everyone who's left [Chorus] I'll tell the saddest story Of how we made it through this past year I'll tell the saddest story Of how we made it through this past year They said we'd walk away You'll never make it if you can't speak for yourself They said we'd fade away [Verse 2] We've all been down this path before You're stuck in this town and it wears you down When we leave today then maybe you'll understand This constant struggle isn't always in the palm of my hand [Pre-Chorus] There's no turning back from here I've got to get away from everyone who's left Everyone who's left [Chorus] I'll tell the saddest story Of how we made it through this past year I'll tell the saddest story Of how we made it through this past year They said we'd walk away You'll never make it if you can't speak for yourself They said we'd fade away [Bridge] This man will stand the test of time This man will stand the test of time This man will stand the test of time This man will stand the test of time [Chorus] I'll tell the saddest story Of how we made it through this past year I'll tell the saddest story Of how we made it through this past year They said we'd walk away You'll never make it if you can't speak for yourself They said we'd fade away
Pierce The Veil,Even When I’m Not With You,2023,Screamo,"I could run all night I would never tire or slow, I I could hold you tight Tighter than a sold-out show, I [Pre-Chorus] I believe in the slow ride, so I Drag your heart through the sand and snow, I Couldn't live by the old school rule, I Binge-watched every episode, I [Chorus] Oh, I've been wrong Heart under the gun Look how far we've come Think I've finally won [Verse 2] Red lipped Snow White Sipping beer through a straw real slow, I Had a perfect high Lip-locked in a bathroom stall, I [Pre-Chorus] I believe in the slow ride, so I Drag your heart through the sand and snow, I Inhalе the future slow, I Exhale thе past, let go, I [Chorus] Oh, I've been wrong Heart under the gun Look how far we've come Think I've finally won [Bridge] Even when I'm not with you I'm still with you Even when I can't see you I still feel you Even when I can't touch you I pretend to Even when I'm not with you I'm still with you Even when I think I hate you I still love you Even when I can't kiss you I still wait to Even when I'm not with you I'm still with you Even when I'm not with you I'm still with you (With you) [Chorus] Oh, I've been wrong Heart under the gun Look how far we've come Think I've finally won Oh, I've been wrong Heart under the gun Look how far we've come Think I've finally won [Outro] It's good to know that I'm The only one who can cut you further What is love besides Two souls trying to heal each other?"
Alexisonfire,"Hey, It's Your Funeral Mama",2004,Screamo,"The sky is blue, the grass is brown My head is buried inside this helmet The ever-present threat of parasites So take my hand, let's get these motors running (Running) [Chorus] So you drive red, you drive red And I'll drive black, I'll drive black We'll see who's machine was recently serviced We slit these rows of Goodyears like a knife [Verse 2] We don't fear, we don't fear, we don't fear We don't fear, we don't fear these machines (Go) I got the scoop, I got the scoop It doesn't look so good, so good for you [Chorus] So you drive red, you drive red And I'll drive black, I'll drive black We'll see who's machine was recently serviced We cut these rows of Goodyear like a knife [Post-Chorus] Like a knife Like a knife, yeah We'll cut these row of Goodyear like a knife [Chorus] So you drive red, you drive red And I'll drive black, I'll drive black We'll see who's machine was recently serviced We'll cut these row of Goodyears like a knife"
Four Year Strong,She's So High,2009,Screamo,"She's blood, flesh and bone No tucks or silicone She's touch, smell, sight, taste and sound But somehow I can't believe That anything should happen I know where I belong And nothing's gonna happen Yeah, yeah [Chorus] 'Cause she's so high High above me, she's so lovely She's so high Like Cleopatra, Joan of Arc, or Aphrodite Do do do, do do She's so high High above me [Verse 2] First class and fancy free She's high society She's got the best of everything What could a guy like me Ever really offer? She's perfect as she can be Why should I even bother? [Chorus] 'Cause she's so high High above me, she's so lovely She's so high Like Cleopatra, Joan of Arc, or Aphrodite Do do do, do do She's so high High above me [Bridge] She comes to speak to me I freeze immediately 'Cause what she says sounds so unreal But somehow I can't believe That anything should happen I know where I belong And nothing's gonna happen Yeah, yeah Yeah, yeah [Chorus] 'Cause she's so high High above me, she's so lovely She's so high Like Cleopatra, Joan of Arc, or Aphrodite Do do do, do do 'Cause she's so high High above me She's high above me She's so lovely (high above me) She's high above me She's so lovely (high above me)"
Famous Last Words,To Play Hide and Seek with Jealousy,2013,Screamo,"It started out as one love, one passion Now it's bursting out into a chain reaction My sinful deeds I will never confess This dead man will make out to be a useless witness This is just what we wanted, which is why it feels so right Cut, slice, dig as deep as you can Look into her eyes and know his blood is on your hands My new lead is the reaper, and my anger is my scythe Together we will make this life Together we will hide [Chorus] Hide and seek, a sick game of destiny And this round you will never win You know you'll never find him Here we go, count to ten, let's start this show Where you've gone, she will never know [Verse 2] Cut-throat executioner, I aspire to survive It's a case of an unsolved murder Baby, now you're all mine No services, coffin, or hearse I'll find a place to hide his corpse Under the world Bury my secrets, evidence will burn The deed is done, I've lost my mind Last sense of my conscience starts to fade and die Under the world Are the sins committed for this girl This man who died, it's justified He's out of sight now you're all mine Now you're all mine [Chorus] Hide and seek, a sick game of destiny And this round you will never win You know you'll never find him Here we go, count to ten, let's start this show Where you've gone, she will never know [Bridge] I'm a savior, I'm a sinner, I'm a sick cold-hearted killer I'm a lover, I'm a winner, and I'd do it all to steal her From a life she thinks she wants, but I know she would regret Living life out with another man, and now he's fucking dead I'm a savior, I'm a sinner, I'm a sick cold-hearted killer I'm a lover, I'm a winner, and I'd do it all to steal her From a life she thinks she wants, but I know she would regret Living life out with another man, and now he's fucking dead It's sadistic, it's pathetic, so simplistic, it's poetic It's ironic, so psychotic, and I really, really want it So I took what I deserved, and I said, ""Hey, well fuck the price"" So I cut him into pieces, took my demon's own advice Now you're all mine! [Outro] Go look for your lover If you keep searching he will show up dead I am the murderer, you will never see his pretty face again Never again"
Deafheaven,You Without End,2018,Screamo,"""He pained, shifting his attention toward the mirror across the road Back into his daydream The spliff burned his fingers the second he drank, and he tossed it toward the gutter The smoke burned into his eyes, blinding him As he blinked through the tears, the pain began to recede Back down the promenade and homeward bound, as he approached the intersection of Brooklyn and Lakeshore, a flock of geese burst from the darkness and flew, shrieking into what was left of the evening."" [Verse 1] In a dark tunnel And new dawn approaching With a sphere of light Ever glowing [Verse 2] And then the world will know Will know of you Of all things love Of all things true [Nadia Kury] ""He looked up to watch them form a ghostly Chevron with flashes of white from their exposed chest, blinking like so many eyes. Crossing the street drenched him in fluorescent light, and he quickened his pace until he reached the softer light of the street lamps."" [Verse 3] Let it go as it grows on forever And let it go Let it go as it grows Breathe it in Let it go as it grows on forever And we breathe it in And we breathe it in And then the world will grow And then the world will grow And then the world will know Of all true love, true"
Every Time I Die,We'rewolf,2007,Screamo,"The title, “We'rewolf” means that “we” all adopt a more… Read More Turn the lights off, turn the lights off Your daddy better lock up his girl Say a prayer, boy, call on the cross 'Cause you ain't got no more when the music comes on Board up the doors, the windows And keep your crying under your breath 'Cause I smell a drop of beer in a ten gallon tank And I'm movin' in for the kill Yeah, in the wild kingdom You don't live 'til you're ready to die You don't live 'til you're ready to die You don't live 'til you're ready to die You don't live 'til you're ready to die Which one of you sons of bitches Is gonna make me feel alive? Which one of you motherfuckers Is gonna get inside my heart? Is gonna get inside my heart? Is gonna get inside my heart attack? It's a full moon, denim is tight And my flannel shirt is freaking out Run for your life, cover your eyes I don't want you to see me party this hard I've got a bone to pick with the morning sun and the first last call But I didn't put my hair in a pony tail for nothing So if I'm going home alone, I ain't going at all Yeah, in the wild kingdom You don't live 'til you're ready to die You don't live 'til you're ready to die You don't live 'til you're ready to die You don't live 'til you're ready to die Which one of you sons of bitches Is gonna make me feel alive? Which one of you motherfuckers Is gonna get inside my heart? Is gonna get inside my heart? Is gonna give me a heart attack? Look away, it's too much to bear I've been bitten by the party animal Save yourself Save yourself And tell my baby that I loved her so Don't cry Don't cry I gave the world one hell of a time and I Don't regret a thing except for the times that I got caught givin' in Hey Hey Hey I never thought it would take I had thick blood and cynical skin So where are you supposed to escape When the creature is lurking inside you?"
The Used,Poetic Tragedy,2002,Screamo,"The cup is not half empty as pessimists say As far as he sees nothing's left in the cup A whole cup full of nothing for him to indulge Since the voice of ambition has long since been shut up [Chorus 1] A singer, a writer, he's not dreaming now of going nowhere He gave heed to nothing And all that he was is just a tragedy [Verse 2] So he voyages in circles and succeeds getting nowhere And submits to the substance, that first got him there There, there, there [Chorus 2] In violent frustration, he cries out to God or just no one Is there a point to this madness? And all that he was is just a tragedy [Bridge] He feels alone His heart in his hand, he's alone He feels alone I feel [Verse 3] Then on that last day he breaks And he stood tall, and he yelled, and he yelled (Why world, why world, hate you, hate you, bye world) [Chorus 2] In violent frustration, he cries out to God or just no one Is there a point to this madness? And all that he was is just a tragedy [Outro] Yeah, that goes on Very good, beautiful Oh, oh my god Please, come on Could be holding one, yeah? (Yeah) Lovely then, good work"
Alexisonfire,Accidents,2004,Screamo,"Not sure what's worse, the wait, or the waiting room ""You're next, sir"" becomes a cruel taunt to you Recycled air, the smell of sleep and disinfectant Your god is a two door elevator [Pre-Chorus] Do they even cure you? (Cut me open, drug me) Or is it just to humor us before we die? (Repair all my defects) [Chorus] If only we could heal ourselves (Whoa, whoa, whoa) (Whoa, whoa, whoa, whoa) We wouldn't need to be hooked up to these machines (Whoa, whoa, whoa) (Whoa, whoa, whoa, whoa) [Interlude] (Whoa, whoa, whoa) (Whoa, whoa, whoa) (Whoa, whoa, whoa) [Bridge] Let's redefine, let's redefine Let's redefine, let's redefine Let's redefine, let's redefine What it means to heal [Pre-Chorus] Do they even cure you? (Cut me open, drug me) Or is it just to humor us before we die? (Repair all my defects) [Chorus] If only we could heal ourselves (Whoa, whoa, whoa) (Whoa, whoa, whoa, whoa) We wouldn't need to be hooked up to these machines (Whoa, whoa, whoa) (Whoa, whoa, whoa, whoa) [Outro] (Whoa, whoa, whoa) (Whoa, whoa, whoa)"
I See Stars,D4MAGE DONE,2023,Screamo,Take one There's a million people in my head Another million people in my bed I think they nearly heard every word I said Every word I said Hiding behind blue lights Blue lights Blue lights Yeah in your eyes are blue lights Blue lights Blue lights [Chorus] We're just damage done We're just damage done Need you to pull me out Pull me out To the neck To the neck Swеar we won't cycle on One еnds and ones just begun [Verse 2] Take one There's a million people in my head Another million people in my bed I think they nearly heard every word I said Every word I said [Pre-Chorus] Dim cerulean You're like a phantom in the mist Or like a fog Corrupt my rhythm When you're lost You're like a limb that's disappearing Dim cerulean [Chorus] We're just damage done We're just damage done Need you to pull me out Pull me out To the neck To the neck Swear we won't cycle on One ends and ones just begun [Bridge] It's like staring at the sun I got nowhere left to run It's like staring at the sun And I got nowhere left to run It's like staring at the sun And I got nowhere left to [Chorus] We're just damage done We're just damage done Need you to pull me out Pull me out To the neck To the neck Swear we won't cycle on One ends and ones just begun [Outro] Take one There's a million people in my head Another million people in my bed I think they nearly heard every word I said Every word I said
Brand New,Magazines,2001,Screamo,"Nolan was Jesse Lacey’s best friend, and was notoriously infatuated with French model Laetitia Casta. He… Read More [Verse 1] Laetitia, you destroy me So I can see why I feel so lonely When you and me could be forever perfectly perfect together, I know Broken down in my dead bedroom Stuttering to pictures of you I know that you can always see me Saw you staring through my TV last night [Chorus] So I'll leave my door open all night In case you decide you want to stop on by Cause you got to know who's been singing that song on the radio The one that goes... [Verse 2] My friends all call me crazy 'cause I stay up late anticipating And planning for the day I sweep you off your feet I'd never leave you alone Laetitia, you got my hands shaking I'm begging you, oh, baby, please, stop breaking my heart 'Cause I got the feeling you and I will never really get it on [Chorus] So I'll leave my door open all night In case you decide you want to stop on by Cause you got to know who's been singing that song on the radio The one that goes... [Bridge] Girl, come to me The only broken-hearted loser you'll ever need Or I'll be left alone forever with my magazines Girl, come to me The only broken-hearted loser you'll ever need Or I'll be left alone forever with my magazines Girl, come to me The only broken-hearted loser you'll ever need Or I'll be left alone forever with my magazines Girl, come to me The only broken-hearted loser you'll ever need Or I'll be left alone forever… Laetitia, you destroy me So I can see why I feel so lonely When you and me could be forever Perfectly perfect together, I know"
